step_idx,layer_idx,operator_mode,major_step,event_key,onnx_op,compute_op,formula,formula_dims,compute_cycles,matched_events,matched_units
236,7,chol_block,RK_UPDATE_A_7_7,RK_UPDATE_7_7_0,SubMul,VECTOR_MAC,"A_{7,7} = A_{7,7} - L_{7,0}L_{7,0}",2,1.00,CHOL_RK_UPDATE_7_7_0,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
237,7,chol_block,RK_UPDATE_A_7_7,RK_UPDATE_7_7_1,SubMul,VECTOR_MAC,"A_{7,7} = A_{7,7} - L_{7,1}L_{7,1}",2,1.00,CHOL_RK_UPDATE_7_7_1,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
238,7,chol_block,RK_UPDATE_A_7_7,RK_UPDATE_7_7_2,SubMul,VECTOR_MAC,"A_{7,7} = A_{7,7} - L_{7,2}L_{7,2}",2,1.00,CHOL_RK_UPDATE_7_7_2,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
239,7,chol_block,RK_UPDATE_A_7_7,RK_UPDATE_7_7_3,SubMul,VECTOR_MAC,"A_{7,7} = A_{7,7} - L_{7,3}L_{7,3}",2,1.00,CHOL_RK_UPDATE_7_7_3,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
240,7,chol_block,RK_UPDATE_A_7_7,RK_UPDATE_7_7_4,SubMul,VECTOR_MAC,"A_{7,7} = A_{7,7} - L_{7,4}L_{7,4}",2,1.00,CHOL_RK_UPDATE_7_7_4,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
241,7,chol_block,RK_UPDATE_A_7_7,RK_UPDATE_7_7_5,SubMul,VECTOR_MAC,"A_{7,7} = A_{7,7} - L_{7,5}L_{7,5}",2,1.00,CHOL_RK_UPDATE_7_7_5,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
242,7,chol_block,RK_UPDATE_A_7_7,RK_UPDATE_7_7_6,SubMul,VECTOR_MAC,"A_{7,7} = A_{7,7} - L_{7,6}L_{7,6}",2,1.00,CHOL_RK_UPDATE_7_7_6,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
243,7,chol_block,TRSM_7_0,TRSM_DIV_7_0,Div,SCALAR_DIV,"L_{7,0} = A_{7,0}/L_{0,0}",2*2,4.00,CHOL_TRSM_DIV_7_0,Core0_Scalar|Core10_Scalar|Core11_Scalar|Core12_Scalar|Core13_Scalar|Core14_Scalar|Core15_Scalar|Core16_Scalar|Core17_Scalar|Core18_Scalar|Core19_Scalar|Core1_Scalar|Core20_Scalar|Core21_Scalar|Core22_Scalar|Core23_Scalar|Core2_Scalar|Core3_Scalar|Core4_Scalar|Core5_Scalar|Core6_Scalar|Core7_Scalar|Core8_Scalar|Core9_Scalar
244,7,chol_block,TRSM_7_1,TRSM_DIV_7_1,Div,SCALAR_DIV,"L_{7,1} = A_{7,1}/L_{1,1}",2*2,4.00,CHOL_TRSM_DIV_7_1,Core0_Scalar|Core10_Scalar|Core11_Scalar|Core12_Scalar|Core13_Scalar|Core14_Scalar|Core15_Scalar|Core16_Scalar|Core17_Scalar|Core18_Scalar|Core19_Scalar|Core1_Scalar|Core20_Scalar|Core21_Scalar|Core22_Scalar|Core23_Scalar|Core2_Scalar|Core3_Scalar|Core4_Scalar|Core5_Scalar|Core6_Scalar|Core7_Scalar|Core8_Scalar|Core9_Scalar
245,7,chol_block,TRSM_7_2,TRSM_DIV_7_2,Div,SCALAR_DIV,"L_{7,2} = A_{7,2}/L_{2,2}",2*2,4.00,CHOL_TRSM_DIV_7_2,Core0_Scalar|Core10_Scalar|Core11_Scalar|Core12_Scalar|Core13_Scalar|Core14_Scalar|Core15_Scalar|Core16_Scalar|Core17_Scalar|Core18_Scalar|Core19_Scalar|Core1_Scalar|Core20_Scalar|Core21_Scalar|Core22_Scalar|Core23_Scalar|Core2_Scalar|Core3_Scalar|Core4_Scalar|Core5_Scalar|Core6_Scalar|Core7_Scalar|Core8_Scalar|Core9_Scalar
246,7,chol_block,TRSM_7_3,TRSM_DIV_7_3,Div,SCALAR_DIV,"L_{7,3} = A_{7,3}/L_{3,3}",2*2,4.00,CHOL_TRSM_DIV_7_3,Core0_Scalar|Core10_Scalar|Core11_Scalar|Core12_Scalar|Core13_Scalar|Core14_Scalar|Core15_Scalar|Core16_Scalar|Core17_Scalar|Core18_Scalar|Core19_Scalar|Core1_Scalar|Core20_Scalar|Core21_Scalar|Core22_Scalar|Core23_Scalar|Core2_Scalar|Core3_Scalar|Core4_Scalar|Core5_Scalar|Core6_Scalar|Core7_Scalar|Core8_Scalar|Core9_Scalar
247,7,chol_block,TRSM_7_4,TRSM_DIV_7_4,Div,SCALAR_DIV,"L_{7,4} = A_{7,4}/L_{4,4}",2*2,4.00,CHOL_TRSM_DIV_7_4,Core0_Scalar|Core10_Scalar|Core11_Scalar|Core12_Scalar|Core13_Scalar|Core14_Scalar|Core15_Scalar|Core16_Scalar|Core17_Scalar|Core18_Scalar|Core19_Scalar|Core1_Scalar|Core20_Scalar|Core21_Scalar|Core22_Scalar|Core23_Scalar|Core2_Scalar|Core3_Scalar|Core4_Scalar|Core5_Scalar|Core6_Scalar|Core7_Scalar|Core8_Scalar|Core9_Scalar
248,7,chol_block,TRSM_7_5,TRSM_DIV_7_5,Div,SCALAR_DIV,"L_{7,5} = A_{7,5}/L_{5,5}",2*2,4.00,CHOL_TRSM_DIV_7_5,Core0_Scalar|Core10_Scalar|Core11_Scalar|Core12_Scalar|Core13_Scalar|Core14_Scalar|Core15_Scalar|Core16_Scalar|Core17_Scalar|Core18_Scalar|Core19_Scalar|Core1_Scalar|Core20_Scalar|Core21_Scalar|Core22_Scalar|Core23_Scalar|Core2_Scalar|Core3_Scalar|Core4_Scalar|Core5_Scalar|Core6_Scalar|Core7_Scalar|Core8_Scalar|Core9_Scalar
249,7,chol_block,TRSM_7_6,TRSM_DIV_7_6,Div,SCALAR_DIV,"L_{7,6} = A_{7,6}/L_{6,6}",2*2,4.00,CHOL_TRSM_DIV_7_6,Core0_Scalar|Core10_Scalar|Core11_Scalar|Core12_Scalar|Core13_Scalar|Core14_Scalar|Core15_Scalar|Core16_Scalar|Core17_Scalar|Core18_Scalar|Core19_Scalar|Core1_Scalar|Core20_Scalar|Core21_Scalar|Core22_Scalar|Core23_Scalar|Core2_Scalar|Core3_Scalar|Core4_Scalar|Core5_Scalar|Core6_Scalar|Core7_Scalar|Core8_Scalar|Core9_Scalar
250,7,chol_block,TRSM_7_1,TRSM_NUM_UPD_7_1_0,SubMul,VECTOR_MAC,"A_{7,1} = A_{7,1} - L_{7,0}L_{1,0}",2,1.00,CHOL_TRSM_NUM_UPD_7_1_0,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
251,7,chol_block,TRSM_7_2,TRSM_NUM_UPD_7_2_0,SubMul,VECTOR_MAC,"A_{7,2} = A_{7,2} - L_{7,0}L_{2,0}",2,1.00,CHOL_TRSM_NUM_UPD_7_2_0,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
252,7,chol_block,TRSM_7_2,TRSM_NUM_UPD_7_2_1,SubMul,VECTOR_MAC,"A_{7,2} = A_{7,2} - L_{7,1}L_{2,1}",2,1.00,CHOL_TRSM_NUM_UPD_7_2_1,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
253,7,chol_block,TRSM_7_3,TRSM_NUM_UPD_7_3_0,SubMul,VECTOR_MAC,"A_{7,3} = A_{7,3} - L_{7,0}L_{3,0}",2,1.00,CHOL_TRSM_NUM_UPD_7_3_0,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
254,7,chol_block,TRSM_7_3,TRSM_NUM_UPD_7_3_1,SubMul,VECTOR_MAC,"A_{7,3} = A_{7,3} - L_{7,1}L_{3,1}",2,1.00,CHOL_TRSM_NUM_UPD_7_3_1,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
255,7,chol_block,TRSM_7_3,TRSM_NUM_UPD_7_3_2,SubMul,VECTOR_MAC,"A_{7,3} = A_{7,3} - L_{7,2}L_{3,2}",2,1.00,CHOL_TRSM_NUM_UPD_7_3_2,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
256,7,chol_block,TRSM_7_4,TRSM_NUM_UPD_7_4_0,SubMul,VECTOR_MAC,"A_{7,4} = A_{7,4} - L_{7,0}L_{4,0}",2,1.00,CHOL_TRSM_NUM_UPD_7_4_0,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
257,7,chol_block,TRSM_7_4,TRSM_NUM_UPD_7_4_1,SubMul,VECTOR_MAC,"A_{7,4} = A_{7,4} - L_{7,1}L_{4,1}",2,1.00,CHOL_TRSM_NUM_UPD_7_4_1,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
258,7,chol_block,TRSM_7_4,TRSM_NUM_UPD_7_4_2,SubMul,VECTOR_MAC,"A_{7,4} = A_{7,4} - L_{7,2}L_{4,2}",2,1.00,CHOL_TRSM_NUM_UPD_7_4_2,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
259,7,chol_block,TRSM_7_4,TRSM_NUM_UPD_7_4_3,SubMul,VECTOR_MAC,"A_{7,4} = A_{7,4} - L_{7,3}L_{4,3}",2,1.00,CHOL_TRSM_NUM_UPD_7_4_3,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
260,7,chol_block,TRSM_7_5,TRSM_NUM_UPD_7_5_0,SubMul,VECTOR_MAC,"A_{7,5} = A_{7,5} - L_{7,0}L_{5,0}",2,1.00,CHOL_TRSM_NUM_UPD_7_5_0,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
261,7,chol_block,TRSM_7_5,TRSM_NUM_UPD_7_5_1,SubMul,VECTOR_MAC,"A_{7,5} = A_{7,5} - L_{7,1}L_{5,1}",2,1.00,CHOL_TRSM_NUM_UPD_7_5_1,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
262,7,chol_block,TRSM_7_5,TRSM_NUM_UPD_7_5_2,SubMul,VECTOR_MAC,"A_{7,5} = A_{7,5} - L_{7,2}L_{5,2}",2,1.00,CHOL_TRSM_NUM_UPD_7_5_2,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
263,7,chol_block,TRSM_7_5,TRSM_NUM_UPD_7_5_3,SubMul,VECTOR_MAC,"A_{7,5} = A_{7,5} - L_{7,3}L_{5,3}",2,1.00,CHOL_TRSM_NUM_UPD_7_5_3,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
264,7,chol_block,TRSM_7_5,TRSM_NUM_UPD_7_5_4,SubMul,VECTOR_MAC,"A_{7,5} = A_{7,5} - L_{7,4}L_{5,4}",2,1.00,CHOL_TRSM_NUM_UPD_7_5_4,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
265,7,chol_block,TRSM_7_6,TRSM_NUM_UPD_7_6_0,SubMul,VECTOR_MAC,"A_{7,6} = A_{7,6} - L_{7,0}L_{6,0}",2,1.00,CHOL_TRSM_NUM_UPD_7_6_0,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
266,7,chol_block,TRSM_7_6,TRSM_NUM_UPD_7_6_1,SubMul,VECTOR_MAC,"A_{7,6} = A_{7,6} - L_{7,1}L_{6,1}",2,1.00,CHOL_TRSM_NUM_UPD_7_6_1,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
267,7,chol_block,TRSM_7_6,TRSM_NUM_UPD_7_6_2,SubMul,VECTOR_MAC,"A_{7,6} = A_{7,6} - L_{7,2}L_{6,2}",2,1.00,CHOL_TRSM_NUM_UPD_7_6_2,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
268,7,chol_block,TRSM_7_6,TRSM_NUM_UPD_7_6_3,SubMul,VECTOR_MAC,"A_{7,6} = A_{7,6} - L_{7,3}L_{6,3}",2,1.00,CHOL_TRSM_NUM_UPD_7_6_3,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
269,7,chol_block,TRSM_7_6,TRSM_NUM_UPD_7_6_4,SubMul,VECTOR_MAC,"A_{7,6} = A_{7,6} - L_{7,4}L_{6,4}",2,1.00,CHOL_TRSM_NUM_UPD_7_6_4,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
270,7,chol_block,TRSM_7_6,TRSM_NUM_UPD_7_6_5,SubMul,VECTOR_MAC,"A_{7,6} = A_{7,6} - L_{7,5}L_{6,5}",2,1.00,CHOL_TRSM_NUM_UPD_7_6_5,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
