step_idx,layer_idx,operator_mode,major_step,event_key,onnx_op,compute_op,formula,formula_dims,compute_cycles,matched_events,matched_units
101,4,chol_block,RK_UPDATE_A_4_7,RK_UPDATE_4_7_2,SubMul,VECTOR_MAC,"A_{4,7} = A_{4,7} - L_{4,2}L_{7,2}",2,1.00,CHOL_RK_UPDATE_4_7_2,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
102,4,chol_block,RK_UPDATE_A_4_7,RK_UPDATE_4_7_3,SubMul,VECTOR_MAC,"A_{4,7} = A_{4,7} - L_{4,3}L_{7,3}",2,1.00,CHOL_RK_UPDATE_4_7_3,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
103,4,chol_block,TRSM_4_0,TRSM_DIV_4_0,Div,SCALAR_DIV,"L_{4,0} = A_{4,0}/L_{0,0}",2*2,4.00,CHOL_TRSM_DIV_4_0,Core0_Scalar|Core10_Scalar|Core11_Scalar|Core12_Scalar|Core13_Scalar|Core14_Scalar|Core15_Scalar|Core16_Scalar|Core17_Scalar|Core18_Scalar|Core19_Scalar|Core1_Scalar|Core20_Scalar|Core21_Scalar|Core22_Scalar|Core23_Scalar|Core2_Scalar|Core3_Scalar|Core4_Scalar|Core5_Scalar|Core6_Scalar|Core7_Scalar|Core8_Scalar|Core9_Scalar
104,4,chol_block,TRSM_4_1,TRSM_DIV_4_1,Div,SCALAR_DIV,"L_{4,1} = A_{4,1}/L_{1,1}",2*2,4.00,CHOL_TRSM_DIV_4_1,Core0_Scalar|Core10_Scalar|Core11_Scalar|Core12_Scalar|Core13_Scalar|Core14_Scalar|Core15_Scalar|Core16_Scalar|Core17_Scalar|Core18_Scalar|Core19_Scalar|Core1_Scalar|Core20_Scalar|Core21_Scalar|Core22_Scalar|Core23_Scalar|Core2_Scalar|Core3_Scalar|Core4_Scalar|Core5_Scalar|Core6_Scalar|Core7_Scalar|Core8_Scalar|Core9_Scalar
105,4,chol_block,TRSM_4_2,TRSM_DIV_4_2,Div,SCALAR_DIV,"L_{4,2} = A_{4,2}/L_{2,2}",2*2,4.00,CHOL_TRSM_DIV_4_2,Core0_Scalar|Core10_Scalar|Core11_Scalar|Core12_Scalar|Core13_Scalar|Core14_Scalar|Core15_Scalar|Core16_Scalar|Core17_Scalar|Core18_Scalar|Core19_Scalar|Core1_Scalar|Core20_Scalar|Core21_Scalar|Core22_Scalar|Core23_Scalar|Core2_Scalar|Core3_Scalar|Core4_Scalar|Core5_Scalar|Core6_Scalar|Core7_Scalar|Core8_Scalar|Core9_Scalar
106,4,chol_block,TRSM_4_3,TRSM_DIV_4_3,Div,SCALAR_DIV,"L_{4,3} = A_{4,3}/L_{3,3}",2*2,4.00,CHOL_TRSM_DIV_4_3,Core0_Scalar|Core10_Scalar|Core11_Scalar|Core12_Scalar|Core13_Scalar|Core14_Scalar|Core15_Scalar|Core16_Scalar|Core17_Scalar|Core18_Scalar|Core19_Scalar|Core1_Scalar|Core20_Scalar|Core21_Scalar|Core22_Scalar|Core23_Scalar|Core2_Scalar|Core3_Scalar|Core4_Scalar|Core5_Scalar|Core6_Scalar|Core7_Scalar|Core8_Scalar|Core9_Scalar
107,4,chol_block,TRSM_4_1,TRSM_NUM_UPD_4_1_0,SubMul,VECTOR_MAC,"A_{4,1} = A_{4,1} - L_{4,0}L_{1,0}",2,1.00,CHOL_TRSM_NUM_UPD_4_1_0,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
108,4,chol_block,TRSM_4_2,TRSM_NUM_UPD_4_2_0,SubMul,VECTOR_MAC,"A_{4,2} = A_{4,2} - L_{4,0}L_{2,0}",2,1.00,CHOL_TRSM_NUM_UPD_4_2_0,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
109,4,chol_block,TRSM_4_2,TRSM_NUM_UPD_4_2_1,SubMul,VECTOR_MAC,"A_{4,2} = A_{4,2} - L_{4,1}L_{2,1}",2,1.00,CHOL_TRSM_NUM_UPD_4_2_1,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
110,4,chol_block,TRSM_4_3,TRSM_NUM_UPD_4_3_0,SubMul,VECTOR_MAC,"A_{4,3} = A_{4,3} - L_{4,0}L_{3,0}",2,1.00,CHOL_TRSM_NUM_UPD_4_3_0,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
111,4,chol_block,TRSM_4_3,TRSM_NUM_UPD_4_3_1,SubMul,VECTOR_MAC,"A_{4,3} = A_{4,3} - L_{4,1}L_{3,1}",2,1.00,CHOL_TRSM_NUM_UPD_4_3_1,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
112,4,chol_block,TRSM_4_3,TRSM_NUM_UPD_4_3_2,SubMul,VECTOR_MAC,"A_{4,3} = A_{4,3} - L_{4,2}L_{3,2}",2,1.00,CHOL_TRSM_NUM_UPD_4_3_2,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
113,5,chol_block,FWD_COL_5,FWD_DIAG_INV_5,Div,SCALAR_DIV,"Y_{5} = 1/L_{5,5}",2*2,4.00,CHOL_FWD_DIAG_INV_5,Core0_Scalar|Core10_Scalar|Core11_Scalar|Core12_Scalar|Core13_Scalar|Core14_Scalar|Core15_Scalar|Core16_Scalar|Core17_Scalar|Core18_Scalar|Core19_Scalar|Core1_Scalar|Core20_Scalar|Core21_Scalar|Core22_Scalar|Core23_Scalar|Core2_Scalar|Core3_Scalar|Core4_Scalar|Core5_Scalar|Core6_Scalar|Core7_Scalar|Core8_Scalar|Core9_Scalar
114,5,chol_block,FWD_COL_0_ROW_5,FWD_OFF_MAC_5_0,SubMul,VECTOR_MAC,"T_{5,0} = Y_{5,:} - L_{5,:}Y_:",2,1.00,CHOL_FWD_OFF_MAC_5_0,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
115,5,chol_block,FWD_COL_1_ROW_5,FWD_OFF_MAC_5_1,SubMul,VECTOR_MAC,"T_{5,1} = Y_{5,:} - L_{5,:}Y_:",2,1.00,CHOL_FWD_OFF_MAC_5_1,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
116,5,chol_block,FWD_COL_2_ROW_5,FWD_OFF_MAC_5_2,SubMul,VECTOR_MAC,"T_{5,2} = Y_{5,:} - L_{5,:}Y_:",2,1.00,CHOL_FWD_OFF_MAC_5_2,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
117,5,chol_block,FWD_COL_3_ROW_5,FWD_OFF_MAC_5_3,SubMul,VECTOR_MAC,"T_{5,3} = Y_{5,:} - L_{5,:}Y_:",2,1.00,CHOL_FWD_OFF_MAC_5_3,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
118,5,chol_block,FWD_COL_4_ROW_5,FWD_OFF_MAC_5_4,SubMul,VECTOR_MAC,"T_{5,4} = Y_{5,:} - L_{5,:}Y_:",2,1.00,CHOL_FWD_OFF_MAC_5_4,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
119,5,chol_block,FWD_COL_0_ROW_5,FWD_OFF_UPD_5_0,Div,SCALAR_DIV,"Y_{5,0} = T_{5,0}/L_{5,5}",2*2,4.00,CHOL_FWD_OFF_UPD_5_0,Core0_Scalar|Core10_Scalar|Core11_Scalar|Core12_Scalar|Core13_Scalar|Core14_Scalar|Core15_Scalar|Core16_Scalar|Core17_Scalar|Core18_Scalar|Core19_Scalar|Core1_Scalar|Core20_Scalar|Core21_Scalar|Core22_Scalar|Core23_Scalar|Core2_Scalar|Core3_Scalar|Core4_Scalar|Core5_Scalar|Core6_Scalar|Core7_Scalar|Core8_Scalar|Core9_Scalar
120,5,chol_block,FWD_COL_1_ROW_5,FWD_OFF_UPD_5_1,Div,SCALAR_DIV,"Y_{5,1} = T_{5,1}/L_{5,5}",2*2,4.00,CHOL_FWD_OFF_UPD_5_1,Core0_Scalar|Core10_Scalar|Core11_Scalar|Core12_Scalar|Core13_Scalar|Core14_Scalar|Core15_Scalar|Core16_Scalar|Core17_Scalar|Core18_Scalar|Core19_Scalar|Core1_Scalar|Core20_Scalar|Core21_Scalar|Core22_Scalar|Core23_Scalar|Core2_Scalar|Core3_Scalar|Core4_Scalar|Core5_Scalar|Core6_Scalar|Core7_Scalar|Core8_Scalar|Core9_Scalar
121,5,chol_block,FWD_COL_2_ROW_5,FWD_OFF_UPD_5_2,Div,SCALAR_DIV,"Y_{5,2} = T_{5,2}/L_{5,5}",2*2,4.00,CHOL_FWD_OFF_UPD_5_2,Core0_Scalar|Core10_Scalar|Core11_Scalar|Core12_Scalar|Core13_Scalar|Core14_Scalar|Core15_Scalar|Core16_Scalar|Core17_Scalar|Core18_Scalar|Core19_Scalar|Core1_Scalar|Core20_Scalar|Core21_Scalar|Core22_Scalar|Core23_Scalar|Core2_Scalar|Core3_Scalar|Core4_Scalar|Core5_Scalar|Core6_Scalar|Core7_Scalar|Core8_Scalar|Core9_Scalar
122,5,chol_block,FWD_COL_3_ROW_5,FWD_OFF_UPD_5_3,Div,SCALAR_DIV,"Y_{5,3} = T_{5,3}/L_{5,5}",2*2,4.00,CHOL_FWD_OFF_UPD_5_3,Core0_Scalar|Core10_Scalar|Core11_Scalar|Core12_Scalar|Core13_Scalar|Core14_Scalar|Core15_Scalar|Core16_Scalar|Core17_Scalar|Core18_Scalar|Core19_Scalar|Core1_Scalar|Core20_Scalar|Core21_Scalar|Core22_Scalar|Core23_Scalar|Core2_Scalar|Core3_Scalar|Core4_Scalar|Core5_Scalar|Core6_Scalar|Core7_Scalar|Core8_Scalar|Core9_Scalar
123,5,chol_block,FWD_COL_4_ROW_5,FWD_OFF_UPD_5_4,Div,SCALAR_DIV,"Y_{5,4} = T_{5,4}/L_{5,5}",2*2,4.00,CHOL_FWD_OFF_UPD_5_4,Core0_Scalar|Core10_Scalar|Core11_Scalar|Core12_Scalar|Core13_Scalar|Core14_Scalar|Core15_Scalar|Core16_Scalar|Core17_Scalar|Core18_Scalar|Core19_Scalar|Core1_Scalar|Core20_Scalar|Core21_Scalar|Core22_Scalar|Core23_Scalar|Core2_Scalar|Core3_Scalar|Core4_Scalar|Core5_Scalar|Core6_Scalar|Core7_Scalar|Core8_Scalar|Core9_Scalar
124,5,chol_block,POTRF_DIAG_5,POTRF_DIAG_SQRT_5,Sqrt,SCALAR_SQRT,L_diag_5 = sqrt(A_diag_5),2*2,4.00,CHOL_POTRF_DIAG_SQRT_5,Core0_Scalar|Core10_Scalar|Core11_Scalar|Core12_Scalar|Core13_Scalar|Core14_Scalar|Core15_Scalar|Core16_Scalar|Core17_Scalar|Core18_Scalar|Core19_Scalar|Core1_Scalar|Core20_Scalar|Core21_Scalar|Core22_Scalar|Core23_Scalar|Core2_Scalar|Core3_Scalar|Core4_Scalar|Core5_Scalar|Core6_Scalar|Core7_Scalar|Core8_Scalar|Core9_Scalar
125,5,chol_block,POTRF_DIAG_A_5_5,POTRF_DIAG_UPD_5_0,SubMul,VECTOR_MAC,"A_{5,5} = A_{5,5} - L_{5,0}^2",2,1.00,CHOL_POTRF_DIAG_UPD_5_0,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
126,5,chol_block,POTRF_DIAG_A_5_5,POTRF_DIAG_UPD_5_1,SubMul,VECTOR_MAC,"A_{5,5} = A_{5,5} - L_{5,1}^2",2,1.00,CHOL_POTRF_DIAG_UPD_5_1,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
127,5,chol_block,POTRF_DIAG_A_5_5,POTRF_DIAG_UPD_5_2,SubMul,VECTOR_MAC,"A_{5,5} = A_{5,5} - L_{5,2}^2",2,1.00,CHOL_POTRF_DIAG_UPD_5_2,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
128,5,chol_block,POTRF_DIAG_A_5_5,POTRF_DIAG_UPD_5_3,SubMul,VECTOR_MAC,"A_{5,5} = A_{5,5} - L_{5,3}^2",2,1.00,CHOL_POTRF_DIAG_UPD_5_3,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
129,5,chol_block,POTRF_DIAG_A_5_5,POTRF_DIAG_UPD_5_4,SubMul,VECTOR_MAC,"A_{5,5} = A_{5,5} - L_{5,4}^2",2,1.00,CHOL_POTRF_DIAG_UPD_5_4,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
130,5,chol_block,RK_UPDATE_A_5_5,RK_UPDATE_5_5_0,SubMul,VECTOR_MAC,"A_{5,5} = A_{5,5} - L_{5,0}L_{5,0}",2,1.00,CHOL_RK_UPDATE_5_5_0,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
131,5,chol_block,RK_UPDATE_A_5_5,RK_UPDATE_5_5_1,SubMul,VECTOR_MAC,"A_{5,5} = A_{5,5} - L_{5,1}L_{5,1}",2,1.00,CHOL_RK_UPDATE_5_5_1,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
132,5,chol_block,RK_UPDATE_A_5_5,RK_UPDATE_5_5_2,SubMul,VECTOR_MAC,"A_{5,5} = A_{5,5} - L_{5,2}L_{5,2}",2,1.00,CHOL_RK_UPDATE_5_5_2,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
133,5,chol_block,RK_UPDATE_A_5_5,RK_UPDATE_5_5_3,SubMul,VECTOR_MAC,"A_{5,5} = A_{5,5} - L_{5,3}L_{5,3}",2,1.00,CHOL_RK_UPDATE_5_5_3,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
134,5,chol_block,RK_UPDATE_A_5_5,RK_UPDATE_5_5_4,SubMul,VECTOR_MAC,"A_{5,5} = A_{5,5} - L_{5,4}L_{5,4}",2,1.00,CHOL_RK_UPDATE_5_5_4,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
135,5,chol_block,RK_UPDATE_A_5_6,RK_UPDATE_5_6_0,SubMul,VECTOR_MAC,"A_{5,6} = A_{5,6} - L_{5,0}L_{6,0}",2,1.00,CHOL_RK_UPDATE_5_6_0,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
136,5,chol_block,RK_UPDATE_A_5_6,RK_UPDATE_5_6_1,SubMul,VECTOR_MAC,"A_{5,6} = A_{5,6} - L_{5,1}L_{6,1}",2,1.00,CHOL_RK_UPDATE_5_6_1,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
137,5,chol_block,RK_UPDATE_A_5_6,RK_UPDATE_5_6_2,SubMul,VECTOR_MAC,"A_{5,6} = A_{5,6} - L_{5,2}L_{6,2}",2,1.00,CHOL_RK_UPDATE_5_6_2,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
138,5,chol_block,RK_UPDATE_A_5_6,RK_UPDATE_5_6_3,SubMul,VECTOR_MAC,"A_{5,6} = A_{5,6} - L_{5,3}L_{6,3}",2,1.00,CHOL_RK_UPDATE_5_6_3,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
139,5,chol_block,RK_UPDATE_A_5_6,RK_UPDATE_5_6_4,SubMul,VECTOR_MAC,"A_{5,6} = A_{5,6} - L_{5,4}L_{6,4}",2,1.00,CHOL_RK_UPDATE_5_6_4,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
140,5,chol_block,RK_UPDATE_A_5_7,RK_UPDATE_5_7_0,SubMul,VECTOR_MAC,"A_{5,7} = A_{5,7} - L_{5,0}L_{7,0}",2,1.00,CHOL_RK_UPDATE_5_7_0,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
141,5,chol_block,RK_UPDATE_A_5_7,RK_UPDATE_5_7_1,SubMul,VECTOR_MAC,"A_{5,7} = A_{5,7} - L_{5,1}L_{7,1}",2,1.00,CHOL_RK_UPDATE_5_7_1,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
142,5,chol_block,RK_UPDATE_A_5_7,RK_UPDATE_5_7_2,SubMul,VECTOR_MAC,"A_{5,7} = A_{5,7} - L_{5,2}L_{7,2}",2,1.00,CHOL_RK_UPDATE_5_7_2,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
143,5,chol_block,RK_UPDATE_A_5_7,RK_UPDATE_5_7_3,SubMul,VECTOR_MAC,"A_{5,7} = A_{5,7} - L_{5,3}L_{7,3}",2,1.00,CHOL_RK_UPDATE_5_7_3,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
144,5,chol_block,RK_UPDATE_A_5_7,RK_UPDATE_5_7_4,SubMul,VECTOR_MAC,"A_{5,7} = A_{5,7} - L_{5,4}L_{7,4}",2,1.00,CHOL_RK_UPDATE_5_7_4,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
145,5,chol_block,TRSM_5_0,TRSM_DIV_5_0,Div,SCALAR_DIV,"L_{5,0} = A_{5,0}/L_{0,0}",2*2,4.00,CHOL_TRSM_DIV_5_0,Core0_Scalar|Core10_Scalar|Core11_Scalar|Core12_Scalar|Core13_Scalar|Core14_Scalar|Core15_Scalar|Core16_Scalar|Core17_Scalar|Core18_Scalar|Core19_Scalar|Core1_Scalar|Core20_Scalar|Core21_Scalar|Core22_Scalar|Core23_Scalar|Core2_Scalar|Core3_Scalar|Core4_Scalar|Core5_Scalar|Core6_Scalar|Core7_Scalar|Core8_Scalar|Core9_Scalar
