step_idx,layer_idx,operator_mode,major_step,event_key,onnx_op,compute_op,formula,formula_dims,compute_cycles,matched_events,matched_units
0,-1,chol_nb,GRAM,GRAM,MatMul,MATMUL,G = H^H @ H,16*64*64*16,35.00,CHOL_NB_GRAM,Core0_Cube|Core10_Cube|Core11_Cube|Core12_Cube|Core13_Cube|Core14_Cube|Core15_Cube|Core16_Cube|Core17_Cube|Core18_Cube|Core19_Cube|Core1_Cube|Core20_Cube|Core21_Cube|Core22_Cube|Core23_Cube|Core2_Cube|Core3_Cube|Core4_Cube|Core5_Cube|Core6_Cube|Core7_Cube|Core8_Cube|Core9_Cube
1228,14,chol_nb,RK_UPDATE_A_14_14,RK_UPDATE_14_14_0,SubMul,VECTOR_MAC,"A_{14,14} = A_{14,14} - L_{14,0}L_{14,0}",1,1.00,CHOL_NB_RK_UPDATE_14_14_0,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
1229,14,chol_nb,RK_UPDATE_A_14_14,RK_UPDATE_14_14_1,SubMul,VECTOR_MAC,"A_{14,14} = A_{14,14} - L_{14,1}L_{14,1}",1,1.00,CHOL_NB_RK_UPDATE_14_14_1,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
1230,14,chol_nb,RK_UPDATE_A_14_14,RK_UPDATE_14_14_10,SubMul,VECTOR_MAC,"A_{14,14} = A_{14,14} - L_{14,10}L_{14,10}",1,1.00,CHOL_NB_RK_UPDATE_14_14_10,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
1231,14,chol_nb,RK_UPDATE_A_14_14,RK_UPDATE_14_14_11,SubMul,VECTOR_MAC,"A_{14,14} = A_{14,14} - L_{14,11}L_{14,11}",1,1.00,CHOL_NB_RK_UPDATE_14_14_11,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
1232,14,chol_nb,RK_UPDATE_A_14_14,RK_UPDATE_14_14_12,SubMul,VECTOR_MAC,"A_{14,14} = A_{14,14} - L_{14,12}L_{14,12}",1,1.00,CHOL_NB_RK_UPDATE_14_14_12,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
1233,14,chol_nb,RK_UPDATE_A_14_14,RK_UPDATE_14_14_13,SubMul,VECTOR_MAC,"A_{14,14} = A_{14,14} - L_{14,13}L_{14,13}",1,1.00,CHOL_NB_RK_UPDATE_14_14_13,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
1234,14,chol_nb,RK_UPDATE_A_14_14,RK_UPDATE_14_14_2,SubMul,VECTOR_MAC,"A_{14,14} = A_{14,14} - L_{14,2}L_{14,2}",1,1.00,CHOL_NB_RK_UPDATE_14_14_2,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
1235,14,chol_nb,RK_UPDATE_A_14_14,RK_UPDATE_14_14_3,SubMul,VECTOR_MAC,"A_{14,14} = A_{14,14} - L_{14,3}L_{14,3}",1,1.00,CHOL_NB_RK_UPDATE_14_14_3,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
1236,14,chol_nb,RK_UPDATE_A_14_14,RK_UPDATE_14_14_4,SubMul,VECTOR_MAC,"A_{14,14} = A_{14,14} - L_{14,4}L_{14,4}",1,1.00,CHOL_NB_RK_UPDATE_14_14_4,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
1237,14,chol_nb,RK_UPDATE_A_14_14,RK_UPDATE_14_14_5,SubMul,VECTOR_MAC,"A_{14,14} = A_{14,14} - L_{14,5}L_{14,5}",1,1.00,CHOL_NB_RK_UPDATE_14_14_5,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
1238,14,chol_nb,RK_UPDATE_A_14_14,RK_UPDATE_14_14_6,SubMul,VECTOR_MAC,"A_{14,14} = A_{14,14} - L_{14,6}L_{14,6}",1,1.00,CHOL_NB_RK_UPDATE_14_14_6,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
1239,14,chol_nb,RK_UPDATE_A_14_14,RK_UPDATE_14_14_7,SubMul,VECTOR_MAC,"A_{14,14} = A_{14,14} - L_{14,7}L_{14,7}",1,1.00,CHOL_NB_RK_UPDATE_14_14_7,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
1240,14,chol_nb,RK_UPDATE_A_14_14,RK_UPDATE_14_14_8,SubMul,VECTOR_MAC,"A_{14,14} = A_{14,14} - L_{14,8}L_{14,8}",1,1.00,CHOL_NB_RK_UPDATE_14_14_8,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
1241,14,chol_nb,RK_UPDATE_A_14_14,RK_UPDATE_14_14_9,SubMul,VECTOR_MAC,"A_{14,14} = A_{14,14} - L_{14,9}L_{14,9}",1,1.00,CHOL_NB_RK_UPDATE_14_14_9,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
1242,14,chol_nb,RK_UPDATE_A_14_15,RK_UPDATE_14_15_0,SubMul,VECTOR_MAC,"A_{14,15} = A_{14,15} - L_{14,0}L_{15,0}",1,1.00,CHOL_NB_RK_UPDATE_14_15_0,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
1243,14,chol_nb,RK_UPDATE_A_14_15,RK_UPDATE_14_15_1,SubMul,VECTOR_MAC,"A_{14,15} = A_{14,15} - L_{14,1}L_{15,1}",1,1.00,CHOL_NB_RK_UPDATE_14_15_1,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
1244,14,chol_nb,RK_UPDATE_A_14_15,RK_UPDATE_14_15_10,SubMul,VECTOR_MAC,"A_{14,15} = A_{14,15} - L_{14,10}L_{15,10}",1,1.00,CHOL_NB_RK_UPDATE_14_15_10,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
1245,14,chol_nb,RK_UPDATE_A_14_15,RK_UPDATE_14_15_11,SubMul,VECTOR_MAC,"A_{14,15} = A_{14,15} - L_{14,11}L_{15,11}",1,1.00,CHOL_NB_RK_UPDATE_14_15_11,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
1246,14,chol_nb,RK_UPDATE_A_14_15,RK_UPDATE_14_15_12,SubMul,VECTOR_MAC,"A_{14,15} = A_{14,15} - L_{14,12}L_{15,12}",1,1.00,CHOL_NB_RK_UPDATE_14_15_12,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
1247,14,chol_nb,RK_UPDATE_A_14_15,RK_UPDATE_14_15_13,SubMul,VECTOR_MAC,"A_{14,15} = A_{14,15} - L_{14,13}L_{15,13}",1,1.00,CHOL_NB_RK_UPDATE_14_15_13,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
1248,14,chol_nb,RK_UPDATE_A_14_15,RK_UPDATE_14_15_2,SubMul,VECTOR_MAC,"A_{14,15} = A_{14,15} - L_{14,2}L_{15,2}",1,1.00,CHOL_NB_RK_UPDATE_14_15_2,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
1249,14,chol_nb,RK_UPDATE_A_14_15,RK_UPDATE_14_15_3,SubMul,VECTOR_MAC,"A_{14,15} = A_{14,15} - L_{14,3}L_{15,3}",1,1.00,CHOL_NB_RK_UPDATE_14_15_3,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
1250,14,chol_nb,RK_UPDATE_A_14_15,RK_UPDATE_14_15_4,SubMul,VECTOR_MAC,"A_{14,15} = A_{14,15} - L_{14,4}L_{15,4}",1,1.00,CHOL_NB_RK_UPDATE_14_15_4,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
1251,14,chol_nb,RK_UPDATE_A_14_15,RK_UPDATE_14_15_5,SubMul,VECTOR_MAC,"A_{14,15} = A_{14,15} - L_{14,5}L_{15,5}",1,1.00,CHOL_NB_RK_UPDATE_14_15_5,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
1252,14,chol_nb,RK_UPDATE_A_14_15,RK_UPDATE_14_15_6,SubMul,VECTOR_MAC,"A_{14,15} = A_{14,15} - L_{14,6}L_{15,6}",1,1.00,CHOL_NB_RK_UPDATE_14_15_6,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
1253,14,chol_nb,RK_UPDATE_A_14_15,RK_UPDATE_14_15_7,SubMul,VECTOR_MAC,"A_{14,15} = A_{14,15} - L_{14,7}L_{15,7}",1,1.00,CHOL_NB_RK_UPDATE_14_15_7,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
1254,14,chol_nb,RK_UPDATE_A_14_15,RK_UPDATE_14_15_8,SubMul,VECTOR_MAC,"A_{14,15} = A_{14,15} - L_{14,8}L_{15,8}",1,1.00,CHOL_NB_RK_UPDATE_14_15_8,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
1255,14,chol_nb,RK_UPDATE_A_14_15,RK_UPDATE_14_15_9,SubMul,VECTOR_MAC,"A_{14,15} = A_{14,15} - L_{14,9}L_{15,9}",1,1.00,CHOL_NB_RK_UPDATE_14_15_9,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
1256,14,chol_nb,TRSM_DIAG_14,TRSM_DIAG_INV_14,Div,SCALAR_DIV,"invL_{14} = 1/L_{14,14}",1,4.00,CHOL_NB_TRSM_DIAG_INV_14,Core0_Scalar|Core10_Scalar|Core11_Scalar|Core12_Scalar|Core13_Scalar|Core14_Scalar|Core15_Scalar|Core16_Scalar|Core17_Scalar|Core18_Scalar|Core19_Scalar|Core1_Scalar|Core20_Scalar|Core21_Scalar|Core22_Scalar|Core23_Scalar|Core2_Scalar|Core3_Scalar|Core4_Scalar|Core5_Scalar|Core6_Scalar|Core7_Scalar|Core8_Scalar|Core9_Scalar
1257,14,chol_nb,TRSM_14_0,TRSM_MUL_14_0,Mul,VECTOR_MUL,"L_{14,0} = A_{14,0} * invL_{0}",1,1.00,CHOL_NB_TRSM_MUL_14_0,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
1258,14,chol_nb,TRSM_14_1,TRSM_MUL_14_1,Mul,VECTOR_MUL,"L_{14,1} = A_{14,1} * invL_{1}",1,1.00,CHOL_NB_TRSM_MUL_14_1,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
1259,14,chol_nb,TRSM_14_10,TRSM_MUL_14_10,Mul,VECTOR_MUL,"L_{14,10} = A_{14,10} * invL_{10}",1,1.00,CHOL_NB_TRSM_MUL_14_10,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
1260,14,chol_nb,TRSM_14_11,TRSM_MUL_14_11,Mul,VECTOR_MUL,"L_{14,11} = A_{14,11} * invL_{11}",1,1.00,CHOL_NB_TRSM_MUL_14_11,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
1261,14,chol_nb,TRSM_14_12,TRSM_MUL_14_12,Mul,VECTOR_MUL,"L_{14,12} = A_{14,12} * invL_{12}",1,1.00,CHOL_NB_TRSM_MUL_14_12,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
1262,14,chol_nb,TRSM_14_13,TRSM_MUL_14_13,Mul,VECTOR_MUL,"L_{14,13} = A_{14,13} * invL_{13}",1,1.00,CHOL_NB_TRSM_MUL_14_13,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
1263,14,chol_nb,TRSM_14_2,TRSM_MUL_14_2,Mul,VECTOR_MUL,"L_{14,2} = A_{14,2} * invL_{2}",1,1.00,CHOL_NB_TRSM_MUL_14_2,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
1264,14,chol_nb,TRSM_14_3,TRSM_MUL_14_3,Mul,VECTOR_MUL,"L_{14,3} = A_{14,3} * invL_{3}",1,1.00,CHOL_NB_TRSM_MUL_14_3,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
1265,14,chol_nb,TRSM_14_4,TRSM_MUL_14_4,Mul,VECTOR_MUL,"L_{14,4} = A_{14,4} * invL_{4}",1,1.00,CHOL_NB_TRSM_MUL_14_4,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
