step_idx,layer_idx,operator_mode,major_step,event_key,onnx_op,compute_op,formula,formula_dims,compute_cycles,matched_events,matched_units
0,-1,chol_nb,GRAM,GRAM,MatMul,MATMUL,G = H^H @ H,16*64*64*16,35.00,CHOL_NB_GRAM,Core0_Cube|Core10_Cube|Core11_Cube|Core12_Cube|Core13_Cube|Core14_Cube|Core15_Cube|Core16_Cube|Core17_Cube|Core18_Cube|Core19_Cube|Core1_Cube|Core20_Cube|Core21_Cube|Core22_Cube|Core23_Cube|Core2_Cube|Core3_Cube|Core4_Cube|Core5_Cube|Core6_Cube|Core7_Cube|Core8_Cube|Core9_Cube
764,10,chol_nb,TRSM_10_6,TRSM_NUM_UPD_10_6_0,SubMul,VECTOR_MAC,"A_{10,6} = A_{10,6} - L_{10,0}L_{6,0}",1,1.00,CHOL_NB_TRSM_NUM_UPD_10_6_0,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
765,10,chol_nb,TRSM_10_6,TRSM_NUM_UPD_10_6_1,SubMul,VECTOR_MAC,"A_{10,6} = A_{10,6} - L_{10,1}L_{6,1}",1,1.00,CHOL_NB_TRSM_NUM_UPD_10_6_1,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
766,10,chol_nb,TRSM_10_6,TRSM_NUM_UPD_10_6_2,SubMul,VECTOR_MAC,"A_{10,6} = A_{10,6} - L_{10,2}L_{6,2}",1,1.00,CHOL_NB_TRSM_NUM_UPD_10_6_2,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
767,10,chol_nb,TRSM_10_6,TRSM_NUM_UPD_10_6_3,SubMul,VECTOR_MAC,"A_{10,6} = A_{10,6} - L_{10,3}L_{6,3}",1,1.00,CHOL_NB_TRSM_NUM_UPD_10_6_3,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
768,10,chol_nb,TRSM_10_6,TRSM_NUM_UPD_10_6_4,SubMul,VECTOR_MAC,"A_{10,6} = A_{10,6} - L_{10,4}L_{6,4}",1,1.00,CHOL_NB_TRSM_NUM_UPD_10_6_4,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
769,10,chol_nb,TRSM_10_6,TRSM_NUM_UPD_10_6_5,SubMul,VECTOR_MAC,"A_{10,6} = A_{10,6} - L_{10,5}L_{6,5}",1,1.00,CHOL_NB_TRSM_NUM_UPD_10_6_5,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
770,10,chol_nb,TRSM_10_7,TRSM_NUM_UPD_10_7_0,SubMul,VECTOR_MAC,"A_{10,7} = A_{10,7} - L_{10,0}L_{7,0}",1,1.00,CHOL_NB_TRSM_NUM_UPD_10_7_0,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
771,10,chol_nb,TRSM_10_7,TRSM_NUM_UPD_10_7_1,SubMul,VECTOR_MAC,"A_{10,7} = A_{10,7} - L_{10,1}L_{7,1}",1,1.00,CHOL_NB_TRSM_NUM_UPD_10_7_1,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
772,10,chol_nb,TRSM_10_7,TRSM_NUM_UPD_10_7_2,SubMul,VECTOR_MAC,"A_{10,7} = A_{10,7} - L_{10,2}L_{7,2}",1,1.00,CHOL_NB_TRSM_NUM_UPD_10_7_2,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
773,10,chol_nb,TRSM_10_7,TRSM_NUM_UPD_10_7_3,SubMul,VECTOR_MAC,"A_{10,7} = A_{10,7} - L_{10,3}L_{7,3}",1,1.00,CHOL_NB_TRSM_NUM_UPD_10_7_3,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
774,10,chol_nb,TRSM_10_7,TRSM_NUM_UPD_10_7_4,SubMul,VECTOR_MAC,"A_{10,7} = A_{10,7} - L_{10,4}L_{7,4}",1,1.00,CHOL_NB_TRSM_NUM_UPD_10_7_4,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
775,10,chol_nb,TRSM_10_7,TRSM_NUM_UPD_10_7_5,SubMul,VECTOR_MAC,"A_{10,7} = A_{10,7} - L_{10,5}L_{7,5}",1,1.00,CHOL_NB_TRSM_NUM_UPD_10_7_5,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
776,10,chol_nb,TRSM_10_7,TRSM_NUM_UPD_10_7_6,SubMul,VECTOR_MAC,"A_{10,7} = A_{10,7} - L_{10,6}L_{7,6}",1,1.00,CHOL_NB_TRSM_NUM_UPD_10_7_6,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
777,10,chol_nb,TRSM_10_8,TRSM_NUM_UPD_10_8_0,SubMul,VECTOR_MAC,"A_{10,8} = A_{10,8} - L_{10,0}L_{8,0}",1,1.00,CHOL_NB_TRSM_NUM_UPD_10_8_0,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
778,10,chol_nb,TRSM_10_8,TRSM_NUM_UPD_10_8_1,SubMul,VECTOR_MAC,"A_{10,8} = A_{10,8} - L_{10,1}L_{8,1}",1,1.00,CHOL_NB_TRSM_NUM_UPD_10_8_1,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
779,10,chol_nb,TRSM_10_8,TRSM_NUM_UPD_10_8_2,SubMul,VECTOR_MAC,"A_{10,8} = A_{10,8} - L_{10,2}L_{8,2}",1,1.00,CHOL_NB_TRSM_NUM_UPD_10_8_2,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
780,10,chol_nb,TRSM_10_8,TRSM_NUM_UPD_10_8_3,SubMul,VECTOR_MAC,"A_{10,8} = A_{10,8} - L_{10,3}L_{8,3}",1,1.00,CHOL_NB_TRSM_NUM_UPD_10_8_3,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
781,10,chol_nb,TRSM_10_8,TRSM_NUM_UPD_10_8_4,SubMul,VECTOR_MAC,"A_{10,8} = A_{10,8} - L_{10,4}L_{8,4}",1,1.00,CHOL_NB_TRSM_NUM_UPD_10_8_4,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
782,10,chol_nb,TRSM_10_8,TRSM_NUM_UPD_10_8_5,SubMul,VECTOR_MAC,"A_{10,8} = A_{10,8} - L_{10,5}L_{8,5}",1,1.00,CHOL_NB_TRSM_NUM_UPD_10_8_5,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
783,10,chol_nb,TRSM_10_8,TRSM_NUM_UPD_10_8_6,SubMul,VECTOR_MAC,"A_{10,8} = A_{10,8} - L_{10,6}L_{8,6}",1,1.00,CHOL_NB_TRSM_NUM_UPD_10_8_6,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
784,10,chol_nb,TRSM_10_8,TRSM_NUM_UPD_10_8_7,SubMul,VECTOR_MAC,"A_{10,8} = A_{10,8} - L_{10,7}L_{8,7}",1,1.00,CHOL_NB_TRSM_NUM_UPD_10_8_7,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
785,10,chol_nb,TRSM_10_9,TRSM_NUM_UPD_10_9_0,SubMul,VECTOR_MAC,"A_{10,9} = A_{10,9} - L_{10,0}L_{9,0}",1,1.00,CHOL_NB_TRSM_NUM_UPD_10_9_0,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
786,10,chol_nb,TRSM_10_9,TRSM_NUM_UPD_10_9_1,SubMul,VECTOR_MAC,"A_{10,9} = A_{10,9} - L_{10,1}L_{9,1}",1,1.00,CHOL_NB_TRSM_NUM_UPD_10_9_1,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
787,10,chol_nb,TRSM_10_9,TRSM_NUM_UPD_10_9_2,SubMul,VECTOR_MAC,"A_{10,9} = A_{10,9} - L_{10,2}L_{9,2}",1,1.00,CHOL_NB_TRSM_NUM_UPD_10_9_2,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
788,10,chol_nb,TRSM_10_9,TRSM_NUM_UPD_10_9_3,SubMul,VECTOR_MAC,"A_{10,9} = A_{10,9} - L_{10,3}L_{9,3}",1,1.00,CHOL_NB_TRSM_NUM_UPD_10_9_3,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
789,10,chol_nb,TRSM_10_9,TRSM_NUM_UPD_10_9_4,SubMul,VECTOR_MAC,"A_{10,9} = A_{10,9} - L_{10,4}L_{9,4}",1,1.00,CHOL_NB_TRSM_NUM_UPD_10_9_4,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
790,10,chol_nb,TRSM_10_9,TRSM_NUM_UPD_10_9_5,SubMul,VECTOR_MAC,"A_{10,9} = A_{10,9} - L_{10,5}L_{9,5}",1,1.00,CHOL_NB_TRSM_NUM_UPD_10_9_5,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
791,10,chol_nb,TRSM_10_9,TRSM_NUM_UPD_10_9_6,SubMul,VECTOR_MAC,"A_{10,9} = A_{10,9} - L_{10,6}L_{9,6}",1,1.00,CHOL_NB_TRSM_NUM_UPD_10_9_6,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
792,10,chol_nb,TRSM_10_9,TRSM_NUM_UPD_10_9_7,SubMul,VECTOR_MAC,"A_{10,9} = A_{10,9} - L_{10,7}L_{9,7}",1,1.00,CHOL_NB_TRSM_NUM_UPD_10_9_7,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
793,10,chol_nb,TRSM_10_9,TRSM_NUM_UPD_10_9_8,SubMul,VECTOR_MAC,"A_{10,9} = A_{10,9} - L_{10,8}L_{9,8}",1,1.00,CHOL_NB_TRSM_NUM_UPD_10_9_8,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
794,11,chol_nb,POTRF_DIAG_11,POTRF_DIAG_SQRT_11,Sqrt,SCALAR_SQRT,L_diag_11 = sqrt(A_diag_11),1*1,4.00,CHOL_NB_POTRF_DIAG_SQRT_11,Core0_Scalar|Core10_Scalar|Core11_Scalar|Core12_Scalar|Core13_Scalar|Core14_Scalar|Core15_Scalar|Core16_Scalar|Core17_Scalar|Core18_Scalar|Core19_Scalar|Core1_Scalar|Core20_Scalar|Core21_Scalar|Core22_Scalar|Core23_Scalar|Core2_Scalar|Core3_Scalar|Core4_Scalar|Core5_Scalar|Core6_Scalar|Core7_Scalar|Core8_Scalar|Core9_Scalar
795,11,chol_nb,POTRF_DIAG_A_11_11,POTRF_DIAG_UPD_11_0,SubMul,VECTOR_MAC,"A_{11,11} = A_{11,11} - L_{11,0}^2",1,1.00,CHOL_NB_POTRF_DIAG_UPD_11_0,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
796,11,chol_nb,POTRF_DIAG_A_11_11,POTRF_DIAG_UPD_11_1,SubMul,VECTOR_MAC,"A_{11,11} = A_{11,11} - L_{11,1}^2",1,1.00,CHOL_NB_POTRF_DIAG_UPD_11_1,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
797,11,chol_nb,POTRF_DIAG_A_11_11,POTRF_DIAG_UPD_11_10,SubMul,VECTOR_MAC,"A_{11,11} = A_{11,11} - L_{11,10}^2",1,1.00,CHOL_NB_POTRF_DIAG_UPD_11_10,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
798,11,chol_nb,POTRF_DIAG_A_11_11,POTRF_DIAG_UPD_11_2,SubMul,VECTOR_MAC,"A_{11,11} = A_{11,11} - L_{11,2}^2",1,1.00,CHOL_NB_POTRF_DIAG_UPD_11_2,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
799,11,chol_nb,POTRF_DIAG_A_11_11,POTRF_DIAG_UPD_11_3,SubMul,VECTOR_MAC,"A_{11,11} = A_{11,11} - L_{11,3}^2",1,1.00,CHOL_NB_POTRF_DIAG_UPD_11_3,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
800,11,chol_nb,POTRF_DIAG_A_11_11,POTRF_DIAG_UPD_11_4,SubMul,VECTOR_MAC,"A_{11,11} = A_{11,11} - L_{11,4}^2",1,1.00,CHOL_NB_POTRF_DIAG_UPD_11_4,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
801,11,chol_nb,POTRF_DIAG_A_11_11,POTRF_DIAG_UPD_11_5,SubMul,VECTOR_MAC,"A_{11,11} = A_{11,11} - L_{11,5}^2",1,1.00,CHOL_NB_POTRF_DIAG_UPD_11_5,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
802,11,chol_nb,POTRF_DIAG_A_11_11,POTRF_DIAG_UPD_11_6,SubMul,VECTOR_MAC,"A_{11,11} = A_{11,11} - L_{11,6}^2",1,1.00,CHOL_NB_POTRF_DIAG_UPD_11_6,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
803,11,chol_nb,POTRF_DIAG_A_11_11,POTRF_DIAG_UPD_11_7,SubMul,VECTOR_MAC,"A_{11,11} = A_{11,11} - L_{11,7}^2",1,1.00,CHOL_NB_POTRF_DIAG_UPD_11_7,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
804,11,chol_nb,POTRF_DIAG_A_11_11,POTRF_DIAG_UPD_11_8,SubMul,VECTOR_MAC,"A_{11,11} = A_{11,11} - L_{11,8}^2",1,1.00,CHOL_NB_POTRF_DIAG_UPD_11_8,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
805,11,chol_nb,POTRF_DIAG_A_11_11,POTRF_DIAG_UPD_11_9,SubMul,VECTOR_MAC,"A_{11,11} = A_{11,11} - L_{11,9}^2",1,1.00,CHOL_NB_POTRF_DIAG_UPD_11_9,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
806,11,chol_nb,RK_UPDATE_A_11_11,RK_UPDATE_11_11_0,SubMul,VECTOR_MAC,"A_{11,11} = A_{11,11} - L_{11,0}L_{11,0}",1,1.00,CHOL_NB_RK_UPDATE_11_11_0,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
807,11,chol_nb,RK_UPDATE_A_11_11,RK_UPDATE_11_11_1,SubMul,VECTOR_MAC,"A_{11,11} = A_{11,11} - L_{11,1}L_{11,1}",1,1.00,CHOL_NB_RK_UPDATE_11_11_1,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
